mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
-205.45645,162.36345,-6.1093664,52.59704,-16.89698,16.243862,-15.616746,8.911039,-11.055847,1.2801592,-15.8285,-14.912738,-11.271733,-19.564613,7.9911356,-1.1946574,15.485939,-0.82311904,3.6476152,-7.581316,Gelupulenisamaram
-185.17238,155.11433,-20.41632,47.944733,-22.000664,5.094391,-22.060238,7.9054847,-19.491331,-0.10272683,-18.221119,-14.128868,-14.557927,-18.89297,14.029602,-7.194608,9.233381,-4.6161423,3.9294734,-10.395238,Gelupulenisamaram
-287.2327,129.08421,-8.4304,49.840107,-3.227483,29.355225,-12.878515,18.28266,-11.864195,-3.8826628,-13.089691,-15.284907,-7.080775,-15.983634,2.3784862,-6.6514826,12.958049,9.31148,15.24535,-12.487349,Gelupulenisamaram
-173.1363,140.02873,-24.888065,42.87519,-23.963684,14.247143,-28.500975,0.60564655,-25.350342,5.18623,7.177607,-11.402881,-12.314207,-15.557337,6.8140574,-11.513116,-13.170189,-23.141476,6.7338285,3.8770916,Gelupulenisamaram
-92.447655,164.82909,-33.960354,57.587322,-20.267757,25.35658,-14.994943,30.14583,0.090619974,16.335653,1.591478,-15.378954,-6.7313275,-8.129527,15.653126,0.5396552,17.55149,1.8799354,14.109009,-7.1447935,Gelupulenisamaram
-97.870155,169.34885,-35.345783,49.672455,-20.192343,29.189882,-12.01037,26.87788,1.609591,11.689552,-3.199364,-13.782831,-1.3626869,-2.452728,17.06053,0.42969838,14.263179,-5.529273,3.5314112,-4.6136436,Gelupulenisamaram
-172.3951,158.8699,-20.740934,55.715675,-7.8646717,12.209649,-19.174889,6.5160656,-20.586565,0.5636009,-4.922799,-9.482037,-0.15942128,-7.474183,2.1449199,-10.629584,4.7849274,-12.131972,-0.9429986,-4.832638,Gelupulenisamaram
-242.10204,130.24356,-16.541853,43.295475,-18.870243,29.034912,-22.97693,8.724506,-12.519977,-4.4893913,-17.382917,-15.113834,-1.0732238,-10.05442,16.611656,4.712971,12.189473,-3.549148,0.6774964,-13.345109,Gelupulenisamaram
-304.38303,124.56988,11.77797,64.40709,0.0040302984,27.760195,-11.230038,10.584631,-16.06899,-7.301699,-12.756278,-16.955692,-6.6895294,-13.914327,-5.547266,-19.606726,-2.811025,-10.767614,1.8441119,-1.7030951,Gelupulenisamaram
-289.50012,116.81949,15.959771,71.324104,-11.375624,10.682052,-7.741038,19.097517,-22.460087,-4.063169,-7.882826,-25.961967,-8.221585,-7.525107,4.385169,4.321319,15.98624,1.4904819,7.7956657,-14.63062,Gelupulenisamaram
-312.48032,133.01166,2.2350032,46.46266,-4.632899,33.00119,-17.277548,12.977501,-7.943861,-0.8274131,-14.80653,-17.870829,-10.849025,-22.765104,-3.4476764,-9.240894,12.841883,5.093617,10.527929,-7.385519,Gelupulenisamaram
-379.4035,111.3986,19.661251,67.816376,6.3300567,39.820457,-3.37701,18.951834,-2.669038,6.8831277,2.0969539,-4.938329,0.58461785,-11.214207,2.5647764,-9.12032,4.832014,-3.5145385,5.4157796,0.7029095,Gelupulenisamaram
-313.2636,113.58945,-4.8681974,40.302612,-7.4875283,17.792032,-14.60294,7.880144,-12.477447,-5.0277143,-11.654148,-15.207838,-1.709728,-3.2606776,8.86519,4.593034,13.936759,1.1156892,3.2070138,-14.615562,Gelupulenisamaram
-295.2037,126.13934,9.777136,50.69541,-12.380485,21.51755,-16.654955,9.593168,-14.235835,-5.0422916,-14.556218,-14.46681,-2.8235354,-15.1530695,-5.044463,-19.436968,-0.24508907,-7.399303,4.3912573,-2.6864321,Gelupulenisamaram
-276.3659,133.03961,-4.3589697,43.583008,-1.510125,38.50266,-14.165095,11.4686365,-12.954555,-4.8703246,-10.898838,-15.680188,-0.121360496,-9.645717,4.6134257,-8.916778,-0.6396846,-3.7989774,5.8969088,-10.913186,Gelupulenisamaram
-274.8076,128.52432,-5.65329,45.016594,-19.46378,38.244656,-9.478438,13.465076,-14.676888,-6.9836216,-16.713013,-16.899498,-6.1732445,-16.909319,7.5006857,-2.99018,20.389242,13.431799,12.736303,-9.909376,Gelupulenisamaram
-329.04535,153.54941,28.173096,47.44074,-25.0682,32.49285,-4.527857,16.785212,-21.106306,-10.636048,-17.102552,-11.770283,1.1098821,-15.835049,-0.763544,-12.070209,14.548252,9.999706,18.28447,0.63588727,Gelupulenisamaram
-275.66785,176.07484,4.9921913,38.05891,-20.776548,25.416494,-16.424007,12.888459,-16.161339,1.071733,-11.643781,-13.078866,4.3263936,-8.1094055,5.2507334,-14.12546,4.8394017,-10.5710335,-2.98353,-9.790717,Gelupulenisamaram
-295.2724,118.09741,11.801694,47.658134,-10.897964,16.847612,-14.146711,9.204181,-19.583519,-7.4459524,-14.421923,-16.264252,-2.3491464,-8.949256,1.2337363,-10.382792,2.547719,-4.6831346,5.0712748,-7.035232,Gelupulenisamaram
-538.07855,115.43258,41.442238,6.3274817,8.023796,8.547604,4.5614963,3.0841584,-9.376332,-15.717861,-17.468725,-19.603584,-13.281385,-5.748823,-4.1861053,1.261297,-2.9869754,-6.3249645,-13.83647,-6.2666683,hindolam
-94.825264,146.13118,12.036785,-3.5626576,15.808358,-15.946662,-6.933996,-5.261425,-17.697685,7.433892,-4.545861,-4.26052,-9.379994,-4.6884007,-3.5928617,-4.12944,-4.927231,1.3119115,-5.6404757,-4.26905,Hindolam
-75.30797,123.27587,24.08294,4.6912055,17.703243,-15.709846,-14.81482,1.4415846,-16.874258,2.5354617,-9.110192,-1.1042972,-2.2980301,-0.56646997,-5.7464056,-4.440619,-6.814364,3.241103,-8.233942,0.26642185,Hindolam
-69.943756,118.1222,24.97769,1.1433208,12.383618,-13.11229,-14.08014,-0.4749498,-16.537197,1.2125536,-13.596467,-4.148152,-6.3246937,-2.453236,-2.932549,-7.057365,-9.651851,2.3510973,-12.24462,0.59195596,Hindolam
-74.3439,126.68636,21.263994,9.306517,11.164685,-9.354729,-5.431252,-0.8431973,-11.324872,7.6059794,-6.5694885,1.1637977,-1.8367234,-2.1863644,-2.6801183,-5.203997,-6.6417813,2.1170316,-9.539814,-0.16101435,Hindolam
-37.479927,130.08643,9.713981,20.82736,4.6354656,-0.8012322,3.153764,3.3024535,-6.58501,2.9019938,3.4511187,1.0240957,-1.7676615,0.56058097,-6.7397685,0.94296277,-1.3953636,4.093691,-1.4334325,3.220701,Hindolam
-13.92133,106.829346,21.432222,12.312377,7.885017,0.91358554,2.5155995,5.108894,-6.099865,3.8682659,0.23141281,1.855916,-2.6464903,1.8240538,-3.3791993,-0.09687296,-4.8003654,1.6637952,-2.5593846,3.950192,Hindolam
-26.329874,119.41616,13.531984,11.561708,10.652449,-4.841447,-0.49601036,4.479979,-8.910543,7.345097,2.157777,1.8035272,-6.178469,-1.0465213,-2.2678185,0.65986073,-2.9181411,4.144176,-1.1066087,2.0253015,Hindolam
-21.128386,115.299774,15.11655,8.217826,7.1664805,-1.3309871,1.1763068,3.2605472,-5.0420594,7.6867733,0.537038,0.1634021,-4.971918,0.18359205,-2.4856217,-0.22976048,-5.95192,-0.7669528,-4.9698415,3.5278885,Hindolam
-15.303695,105.48409,25.122793,13.330352,13.583616,-1.0690871,0.33440584,6.29365,-5.6365376,7.693633,4.053587,3.3699543,-3.803412,1.2880325,-1.2218268,1.8179468,-2.170812,4.7939906,-0.05744134,3.6074088,Hindolam
-20.941505,117.03194,18.520433,12.505136,9.954046,-3.598779,0.08782076,5.815584,-6.1344757,8.305345,-1.3861952,0.9709203,-0.04249149,1.3645178,-1.3471484,-1.0605534,-6.8187876,1.9362618,-4.680386,3.3864024,Hindolam
-341.83783,128.89806,2.468308,-27.129578,-14.36353,-21.462929,-12.066522,-9.927172,-31.020617,-16.704618,-20.071766,-8.263349,-15.740407,-12.100222,-15.228418,-4.1729827,5.814384,15.839809,5.45723,-1.2678323,Hindolam
-111.163925,114.80128,-6.873064,-0.14468151,-6.5508795,-14.1982355,-2.4604213,-7.341565,-14.237586,12.191207,-3.7615368,-7.3594937,-3.384615,-2.4797897,-1.1416789,5.1172385,5.862942,14.961617,3.3029926,10.853535,Hindolam
-158.4031,88.16225,-73.84054,-2.9923203,-46.014763,-24.529188,-18.770267,-28.80122,-39.97093,-9.290269,-22.543629,-30.20292,-13.116791,-7.016065,-6.773067,6.4654326,6.3572598,15.333247,6.206683,13.176542,Hindolam
-119.50036,134.1732,-20.671858,-7.8383045,-13.591749,-6.61945,-6.910059,-17.465696,-26.328325,-4.8830523,-2.646555,-1.9631068,5.101041,7.69995,-4.7895713,-4.547478,-1.4327737,4.8052373,-5.9169164,-1.0502568,Hindolam
-99.31742,152.24268,26.89791,10.008575,12.51685,1.7221296,-6.1424365,-8.816378,-8.7408,4.378965,0.9947959,5.480438,5.2913857,4.63932,-6.9912877,-7.088483,-8.171855,1.513476,-3.2921553,-2.8891866,Hindolam
-94.854454,151.44392,25.804014,6.804043,11.202234,3.9792826,-3.6640978,-4.6577983,-7.0663486,1.2471751,-3.6171558,1.0431329,2.6344762,4.47131,-4.2937903,-1.2666693,-5.267627,1.5450495,-4.5026217,-0.79066706,Hindolam
-87.48431,140.06042,23.19719,8.879143,7.6496344,-0.07396952,-7.6711345,-6.673627,-4.998047,3.6157544,-0.25290087,1.70383,-1.9534158,-1.2321856,-6.0270963,-0.49870414,-3.7174683,3.735445,-4.277077,-0.04890032,Hindolam
-68.14857,144.15237,18.233303,13.496663,8.923106,2.3093235,-7.5343075,1.6347331,0.64058024,-1.6636872,-3.1946507,6.585189,-2.8846598,-4.966705,-7.590743,-1.0810766,-3.1721435,3.484284,0.63808316,8.052225,Hindolam
-69.23435,138.75626,19.72559,0.52213883,10.716028,1.7749655,3.7505312,5.5501676,-4.6856637,7.5781903,-1.9296798,-1.7816354,0.25287077,0.41077608,-6.1129856,-1.6877074,-5.3320403,1.0615664,-3.913873,8.499356,Hindolam
-74.1319,134.12943,21.464552,-2.0947573,16.727047,-2.668744,7.8993506,3.7893565,-12.439162,10.934653,-5.39629,-4.3737087,1.3048269,-1.8197936,-0.4661934,0.3211886,-0.5130341,9.00066,0.4086202,7.891765,Hindolam
-69.99575,113.4493,14.7602625,-1.2844133,13.639909,-0.7980988,2.943996,2.8920887,-13.605345,12.252511,-5.2406974,-7.1168976,0.9565045,0.81908184,-4.054565,3.2098796,-4.681022,3.7643185,-3.7677658,11.539766,Hindolam
-190.73776,137.5381,24.079014,-2.3665292,22.86234,-20.448654,-4.706565,-3.1271412,-17.352812,7.321304,-9.250218,-4.293196,-8.098427,-5.1035314,-1.0416453,-9.97485,-4.705624,3.4847338,-4.364514,-0.9636378,Hindolam
-58.197483,108.88366,20.228836,4.7354627,18.508064,-2.2425232,0.5846535,3.773338,-8.523442,5.700119,-6.421411,-5.130716,-1.801432,-0.5074572,-5.6041255,4.633001,-1.8258386,7.9799967,-2.177102,10.6084795,Hindolam
-27.877699,101.28603,17.554373,8.292585,8.221096,-4.609698,1.0483321,5.190945,-6.368628,6.066662,-4.925753,-1.9385158,-1.4166038,2.7303646,-3.1014552,-1.9098749,-9.325899,-1.7333953,-5.9699025,9.010015,Hindolam
-9.636693,111.61088,19.79806,3.2357233,1.73159,0.1436641,6.656427,7.017351,-5.1691713,10.015125,2.8389082,-2.2404084,-2.0357625,2.2824564,-2.8664448,3.7593067,-1.448954,0.3419797,-2.252982,4.360375,Hindolam
-29.067049,120.05907,14.135351,13.777553,5.146219,0.436915,3.9579818,5.2659154,-6.4812427,4.9422097,-1.7791145,0.45488647,-2.1873932,-0.48538774,-3.7916968,0.46156353,-8.110272,-0.25839925,-4.0394335,6.379812,Hindolam
-50.361176,112.48491,9.130456,-2.6283655,5.8216314,-1.4907738,9.243,5.9421053,-9.969491,12.155591,-2.6303587,-1.9016769,0.5603017,2.5907576,0.059042964,-0.6805402,-7.962795,-0.095701426,-1.7332205,12.282916,Hindolam
-85.29017,139.1164,10.248386,3.9989884,10.953381,-7.0978293,1.8936191,1.1977798,-14.61245,7.8745427,-8.731951,-3.7160528,-7.210485,-2.4173205,-1.2632083,-5.0980005,-8.120887,-0.33732828,-0.67371154,9.735416,Hindolam
-80.65895,147.72394,13.384035,-3.045479,7.5207906,-7.399359,2.7720065,-4.400722,-17.979136,10.76266,-7.7479033,-6.858544,-4.00668,-3.422446,-0.84649235,0.35370192,-4.261277,-2.9038732,-2.7143054,4.6287274,Hindolam
-93.89378,137.84077,22.692984,-1.6637751,9.103312,-10.926943,-0.8456594,-6.5441213,-19.180494,9.063662,-7.9613953,-4.618516,-8.062064,-6.028534,-3.563397,0.5658424,-5.2439857,-2.021992,-4.922402,1.4614993,Hindolam
-30.911083,124.51371,14.615401,14.287591,-0.19671157,1.1033026,-0.98702127,-0.67054594,-8.987093,1.5524958,0.8148187,3.1679869,2.1764812,2.1260486,-5.1128654,0.479182,-4.479005,-1.7349042,-5.684566,0.99127537,Hindolam
-39.083492,131.53778,15.202999,19.815296,3.426135,2.722116,2.6524897,2.2799346,-5.2981405,3.4664288,2.1636481,1.1625105,-2.0920231,1.3789805,-2.772874,8.331632,4.754666,4.4016337,-3.5457046,0.3762043,Hindolam
-165.30257,123.097786,4.102767,-24.27383,2.3946085,-31.273333,-5.319813,-14.691822,-18.637333,12.336073,-5.6791654,-10.362953,-11.9329815,-5.901087,-5.0720816,-10.769465,-7.924661,-6.177669,-16.279984,-6.275706,Hindolam
-40.053524,132.95802,11.451473,17.71568,-0.46657336,2.5651891,1.0344743,-0.70245045,-7.5215178,3.7837796,1.2314016,0.7441796,1.1788361,1.9141115,-1.8308936,4.2963786,-2.562829,2.2410762,-1.5328227,1.433821,Hindolam
-17.722445,118.38755,19.54815,15.016876,6.6871157,0.5840159,-2.1942255,1.8622686,-8.47441,6.2225804,0.33738345,1.524185,1.4663829,5.501058,-0.5692877,1.9424179,-2.8637986,1.2354302,-2.2696729,3.274647,Hindolam
-18.226454,117.033295,16.24311,9.119018,8.634755,-5.6542754,-2.9677272,1.1195527,-7.340921,7.1846433,-3.7420914,-0.39090934,-2.6531477,0.068442665,-1.69237,1.2267889,-1.4664955,0.22387794,-4.486892,-0.19497739,Hindolam
-53.342068,132.92024,11.411088,8.817562,13.607793,-6.1112127,1.986682,2.9809215,-11.089474,15.184947,-5.555118,-3.4987974,-6.909454,-1.5867691,-0.23392904,1.1630756,0.9675247,-0.3513519,-4.184282,-0.3736475,Hindolam
-74.22932,132.95622,10.902099,10.096894,21.204624,-7.788076,-0.14393587,7.718676,-11.425586,7.640133,-6.2336516,2.3956616,1.1684387,2.0138566,-2.265188,-2.2424078,-2.8326306,0.33874682,-7.8121967,2.9275491,Hindolam
-337.0535,126.95334,14.428318,-15.236245,0.87844396,-3.1363368,-12.881965,-8.584716,-6.6773105,5.9864545,-26.978796,-22.80438,-15.201744,4.073958,-2.3887925,8.134026,9.974087,13.96695,1.4026195,0.29629877,Hindolam
-216.61288,211.08047,-17.17987,-12.034998,-7.9032526,-27.07705,-15.01739,-19.05609,-27.35345,-13.139863,-7.067191,-5.9473786,-1.5788534,-6.2536793,-10.444197,-6.935266,-4.5639324,-3.6005175,-10.358467,-11.413718,Hindolam
-224.2337,207.86017,7.5299664,-8.392173,5.5671515,-11.056645,-11.017031,-7.0341544,-16.66495,-8.767885,-4.138084,-7.261962,-6.835802,-5.24037,-3.1297169,2.559286,4.3081136,0.7071229,-10.779438,-10.586055,Hindolam
-127.17956,193.41273,6.4073954,-0.20061281,15.242133,8.967254,-0.08928781,-8.778251,-11.632926,6.373545,1.2210467,-2.8756833,1.3092891,4.5843377,-0.370763,0.33529735,-2.1602137,6.3416657,-0.8260738,-5.53217,Hindolam
-103.49488,156.39182,15.508016,3.387285,19.890097,-7.772695,-10.180298,-5.4640994,-11.456343,9.035705,-5.8022165,-2.2963476,-0.13349463,2.4442098,-3.3656983,-2.6959827,-5.2506585,4.564682,-3.0780115,-2.5250196,Hindolam
-85.80634,137.80988,22.032927,-11.096391,19.17763,-13.945231,-8.500321,-6.904047,-15.768776,10.3957205,-8.860274,-4.9367633,-4.4806676,-4.6926394,-2.645784,-5.657604,-3.8446667,1.4431692,-7.5490775,-4.0982428,Hindolam
-326.8786,123.63662,-15.469006,17.847712,-24.625254,-19.405731,-26.156391,-19.336723,-1.9312012,-2.6004403,-4.715135,0.6071151,-5.656408,-4.850255,-8.91667,-15.570976,-3.0079303,-4.953151,-8.560661,-9.747621,Hindolam
-440.41235,122.01572,22.028536,-10.591346,-3.1779327,-6.5455747,-3.7634637,-3.4375749,-20.277987,-16.27739,-18.735266,-14.136546,-14.493418,-9.023468,-9.768078,-1.4288697,1.4976867,4.777612,-4.1019654,-3.8508306,Hindolam
-338.91333,103.192154,-42.350025,20.697823,-4.7259555,-28.435179,-26.487734,-12.749157,-12.406034,-2.3856614,-8.302141,3.2903452,8.581615,-3.0815475,-6.0293317,-7.1956697,-2.834531,-2.1881459,-0.49687278,-4.6038613,Kalyani
-244.59882,176.81058,-38.058376,37.89909,-15.521107,24.655483,-20.083641,8.050694,-14.354897,8.935038,-5.4924192,-13.889484,0.98620033,-7.7876015,4.826734,-13.646035,6.071435,-9.277888,1.4539309,-7.2591553,kalyani
-219.02356,151.8298,-28.12051,29.959208,-11.680494,18.083763,-25.700752,0.33648568,-8.137969,9.118656,-0.016731687,-13.783948,-2.544769,-10.710918,2.01837,-9.039238,0.9005427,-12.280035,-3.1652606,-0.82477653,kalyani
-187.15393,144.65625,-36.38432,24.309593,-24.040262,16.623064,-35.155975,6.283964,-2.1545916,21.675016,7.1852083,-16.706093,-12.717647,-22.732939,-0.15327933,-4.9114804,0.8562064,-11.43594,8.6670265,-1.2629477,kalyani
-207.02724,152.10017,-29.49996,36.110615,-21.602242,18.190073,-28.77579,8.4558115,-7.856437,9.270313,8.240371,-8.7119,4.767211,-12.764697,-9.434636,-15.318469,-3.1859028,-12.853924,0.39958078,-6.1086264,kalyani
-257.0377,146.18909,-3.7654629,36.86048,-12.759979,13.064061,-20.142136,16.18643,-7.7433314,1.6050951,-8.550291,-13.529853,1.5003155,-3.6333218,8.215175,-7.6636405,0.63179356,-9.524886,-0.5094498,-8.527625,kalyani
-225.6508,141.0702,-18.295578,29.975134,-18.481075,18.363447,-34.126106,0.73214155,-2.2268612,24.328997,13.015998,-12.434545,-11.947296,-25.58346,-2.5332613,-5.313339,-2.2517502,-10.712184,8.9387455,4.289433,kalyani
-195.36467,157.90256,-25.3887,38.96547,-16.043476,16.353369,-27.422604,9.00621,-8.126071,11.45116,7.193036,-14.211202,-4.942298,-19.213728,-8.693854,-13.05405,-2.1368349,-8.212871,4.544236,-6.561207,kalyani
-250.73376,156.99338,-13.649446,35.552776,-2.8711796,23.733488,-19.700254,4.4614444,-13.609026,3.1622803,-3.1150064,-13.294397,-2.6503553,-5.191302,4.6651034,-7.2730827,4.4852633,-7.1958814,-1.7402289,-13.146751,kalyani
-184.35635,145.28171,4.504261,40.32154,-13.867313,28.775549,-11.454918,14.060949,-15.696022,1.6244886,-5.8873067,-7.720355,5.700101,-6.769617,7.8728204,-9.02997,10.48669,1.9823297,7.0854588,0.06207106,kalyani
-104.69751,167.06529,-9.003698,44.563156,-28.755312,40.49008,-10.05465,23.826258,-24.103394,8.796346,-3.5152524,-5.1758275,9.174898,-9.639717,19.130796,-9.271311,16.843435,0.57059526,12.056126,10.044062,kalyani
